rank,network,station,lat,lon,days
1227,ZU,ALB50,31.520683,-86.43978,33
1228,HL,ARG,36.213558,28.12122,5790
1229,AK,D20K,68.7132,-156.6132,1855
1230,Z5,KAGD,1.024,30.662,725
1231,XM,ANB16,-24.0911,-61.4628,561
1232,EI,DSB,53.24519,-6.37619,3739
1233,GE,SKD,35.411999,23.927999,2145
1234,YT,MTAK,-76.3157,-112.7986,2483
1235,X5,NOTN,63.293659,-78.135452,1076
1236,YS,SARA,-8.7873,121.1043,727
1237,Y2,PURG,30.198799,81.275299,1418
1238,ZU,NZ04,-41.999298,165.502396,370
1239,XO,EP23,56.9071,-157.0201,351
1240,XP,N20,38.917702,-106.187599,452
1241,XR,FA23,45.550365,-99.9841,376
1242,GE,IBBN,52.306301,7.7592,2622
1243,2F,S04,23.52549,120.185242,74
1244,XM,ANB11,-25.951,-62.49889,585
1245,GH,KLEF,6.6142,0.4407,526
1246,OZ,CURRY,-41.09589,146.95012,710
1247,X5,SHMN,64.576668,-84.114517,560
1248,4P,WIF39,45.842041,-90.735261,33
1249,5A,KAVI,-2.56941,150.804428,621
1250,YS,PL38,19.9863,-162.025604,416
1251,GB,WACR,52.72433,0.62833,3619
1252,TM,CHBT,12.7441,102.3526,2899
1253,4P,ALY50,33.397383,-85.88498,21
1254,XA,S16,-8.97577,15.49649,1988
1255,XE,CC07,-6.15879,-133.0464,395
1256,BX,KGCAE,-22.853821,22.206787,2439
1257,XP,LZAE,-25.3074,-68.3992,455
1258,YR,S021,45.09969,-124.34912,33
1259,4P,MTE22,46.618758,-106.077252,25
1260,2A,30,-14.3692,-116.1567,354
1261,YP,NEA3,47.562302,121.292,695
1262,YO,D03,34.3559,-74.488701,364
1263,XB,NRT6,12.4478,-83.000801,20
1264,QZ,TDK,45.002246,78.40445,1394
1265,1P,GUMN,-50.3199,-75.3644,823
1266,XA,SA03,-33.6619,21.3354,260
1267,KS,SH2B,38.2686,128.2524,1127
1268,5C,IL17,-32.128165,-71.50888,51
1269,XN,B11,60.087002,-130.606995,335
1270,XF,MA36,19.3594,-104.893204,506
1271,XW,SAWQ,18.1618,56.4314,357
1272,ZG,CP12,-15.2374,-69.531097,631
1273,YR,ED15,42.527802,13.55816,274
1274,6H,FUNH,-23.0973,34.378201,242
1275,CU,GRTK,21.511472,-71.13425,6366
1276,XL,HD54,47.499901,96.803398,644
1277,C8,FORQ,48.7542,-69.1135,1320
1278,YY,TABO,11.8548,38.019001,41
1279,XA,EP15,40.33766,47.79234,367
1280,TW,MATB,26.151501,119.945602,1971
1281,XL,HD74,49.500999,99.152298,648
1282,XJ,ESS,55.932159,158.694794,249
1283,3J,OBS17,-14.43021,-173.2349,619
1284,ZU,NZ26,-46.997898,174.498398,362
1285,CZ,BEDC,50.78933,15.16976,1060
1286,DK,KULLO,74.580498,-57.2201,4651
1287,TM,PANO,17.147614,104.6122,2504
1288,NY,TGTN,61.5267,-128.27268,2941
1289,YT,DUFK,-82.8619,-53.2006,6027
1290,M8,RUGBY,-34.36646,148.94292,77
1291,YS,PL27,18.000299,-155.714996,369
1292,4P,NCT60,35.472862,-76.910764,22
1293,Y5,PER,53.68,-116.040001,1756
1294,MZ,MOCU,-16.868499,36.833328,820
1295,TJ,MURGB,38.254,74.058,702
1296,XB,CM24,6.523,14.288,451
1297,ZQ,159,38.216702,117.391502,434
1298,ON,ANA01,-14.531001,-40.74522,507
1299,YS,PL46,24.312099,-156.9646,392
1300,XB,PM04,35.402599,-5.1525,1095
1301,NP,7210,46.84859,-114.04056,87
1302,ZD,D03,-4.0416,-104.491798,374
1303,IU,CASY,-66.2792,110.5354,10560
1304,ZU,ARY40,33.924108,-93.505624,60
1305,ZA,B06,9.7074,-147.748093,392
1306,ZL,B01,32.136501,158.233002,36
1307,5H,EITE,15.2359,38.777901,447
1308,5H,TIOE,14.6651,40.8666,479
1309,YB,AT06,39.6731,35.6665,660
1310,YH,G03,-1.2782,-90.4813,945
1311,IC,XAN,34.03107,108.92321,11226
1312,ZL,N07A,35.485802,-91.857803,214
1313,4P,UTN19,40.900575,-109.103315,23
1314,AK,PPLA,62.8962,-152.1894,7169
1315,3J,OBS26,-15.36052,-169.11661,449
1316,XB,PS37,38.999699,-4.9555,727
1317,AK,G19K,66.1434,-157.087,1995
1318,4P,KSQ35,39.102871,-96.591728,15
1319,YU,NL10,10.6679,-71.4911,699
1320,ZP,MWEN,-10.0582,28.7017,146
1321,XM,CB01,-22.09872,-70.21211,624
1322,N4,R61A,38.3303,-75.339,4338
1323,BL,SLMB,-16.570499,-50.345501,350
1324,XG,WSG,37.776501,-104.3983,31
1325,XR,FG01,36.6308,-98.7392,130
1326,YM,NTW4,62.672298,-141.066803,27
1327,X2,260,39.795799,112.886002,278
1328,3C,SL09,4.380633,-74.023873,672
1329,YC,SBA2,4.43506,115.745598,663
1330,YT,THRO,-79.127296,-28.317499,294
1331,CA,CARA,42.707643,0.818132,3205
1332,QC,00877,-43.489498,172.565002,19
1333,7D,KA05,-16.8195,124.9123,77
1334,MG,JRQG,20.69875,-100.451583,2392
1335,YT,HOWD,-77.5286,-86.7694,5485
1336,YT,MPAT,-78.0297,-155.0221,3637
1337,2O,BTL07,-17.60978,133.9562,471
1338,4P,MTB18,48.4444,-109.796,16
1339,XW,MOKA,13.31374,43.25631,202
1340,1D,WELC,-70.731812,-63.82737,354
1341,BL,RCLB,-22.4191,-47.530998,5190
1342,EP,CHC4,28.667999,-106.035896,197
1343,4P,MIC41,47.432262,-87.76179,29
1344,Z8,373,35.941299,103.562599,500
1345,YG,GLN4,61.789501,-147.679596,733
1346,ZC,TIN1,14.9603,145.641205,229
1347,XC,AMDO,32.247002,91.688004,316
1348,OZ,MILD,-34.25915,142.05571,531
1349,YT,PECA,-85.6124,-68.5525,3597
1350,QZ,BRZS,49.981769,72.677469,1542
1351,MN,DIVS,44.0981,19.9917,5452
1352,TJ,SHAA,37.562,68.122803,2645
1353,XA,GP03,42.6352,44.6162,24
1354,XV,HNJO,65.5626,-24.1531,337
1355,XY,U54B,-35.545898,-71.359703,185
1356,YT,CLRK,-77.3231,-141.8485,2179
1357,PS,TSK,36.2108,140.1097,12001
1358,M8,AU41,-28.0108,120.9861,322
1359,XG,CES,39.393501,-101.065498,123
1360,LO,LOBA2,18.0814,-71.0936,937
1361,XF,GOAT,60.136902,-141.453003,505
1362,TM,SKLT,7.175815,100.615686,3803
1363,YM,37,21.6698,119.495399,262
1364,ZU,214,20.959118,-158.64342,33
1365,MH,P0016,-9.0,-138.39755,223
1366,X4,D26,32.459202,96.394203,525
1367,XB,CM17,5.546,12.312,373
1368,XR,FA27,49.942284,-108.108139,357
1369,XB,LOWI,-63.247002,-62.180801,362
1370,X5,KIMN,62.850731,-69.879456,360
1371,XF,L02,17.2999,147.470795,42
1372,4P,NHC60,45.156504,-71.184871,18
1373,YP,NE6F,45.295898,131.201401,636
1374,1U,PAE,-37.246692,175.650908,187
1375,ZU,MSW46,34.942353,-88.592052,22
1376,EC,BOSC,-3.1512,-78.495102,479
1377,XC,FL014,27.189183,-82.290182,22
1378,XR,W1,32.092289,88.306221,302
1379,JW,BRR,32.772406,-107.564169,1089
1380,4P,UTQ13,38.853336,-114.035881,32
1381,YY,CHGE,10.9614,36.518398,688
1382,HG,EIL,29.549999,34.950001,1221
1383,XW,SS20,-18.908386,-70.926254,42
1384,7D,J31C,45.551899,-129.672394,282
1385,XA,SA35,-27.018299,29.088301,263
1386,1G,WOP01,37.66651,107.33679,355
1387,AK,FALS,54.8564,-163.4176,7121
1388,1E,TQF,81.41333,-76.845001,453
1389,XK,B04KH,-20.474199,24.513901,740
1390,4P,WYJ23,43.415405,-105.625944,44
1391,XY,BONG,9.753544,-85.207817,486
1392,8A,WAND,-24.649982,19.743595,519
1393,K5,MONG,27.260258,91.156708,133
1394,XF,H0650,28.8955,85.3274,252
1395,3H,G44,-1.8313,-93.8518,439
1396,NN,DIX,39.8021,-118.083,1852
1397,BL,AQDA,-20.48,-55.700001,934
1398,M8,AY52,-33.46036,123.00861,295
1399,YS,PL19,16.711901,-153.407806,365
1400,ZR,N1317,64.797462,16.955721,383
1401,8P,CAS04,37.633351,-121.468382,41
1402,XV,LAHA,-14.9344,50.2911,702
1403,GT,PLCA,-40.73277,-70.55083,2444
1404,YU,SL02,7.6943,-71.0365,590
1405,HT,LKD,38.707199,20.6506,195
1406,ZT,WEST,40.416389,-86.7725,326
1407,XV,ANLA,-17.7062,49.4599,700
1408,XW,AKSU,41.1441,80.109802,413
1409,YC,HEDI,-30.138674,-68.543419,471
1410,4P,UTQ17,39.008854,-110.896235,26
1411,7D,J53C,47.164299,-127.922302,285
1412,Z1,VABL,-17.2465,-178.955994,306
1413,RV,ASHMA,54.208146,-111.571623,769
1414,XD,URAM,-5.0878,32.083199,275
1415,ZL,JYCE,-75.597504,160.9189,50
1416,XK,HOYT,58.826122,-3.239107,553
1417,US,HAWA,46.3925,-119.5327,8901
1418,N4,V51A,35.803299,-84.351097,1459
1419,XP,DIHI,-79.849022,159.480042,306
1420,XT,ABPC,9.4608,-64.820702,326
1421,N4,237B,32.001499,-95.808403,1854
1422,YP,NE57,44.122898,123.258499,704
1423,YS,PARW,-18.201099,-69.2677,266
1424,XW,MUKA,14.48724,49.037788,208
1425,ZM,P080,-82.805397,77.363998,642
1426,YT,MECK,-75.2808,-72.185,2935
1427,XI,SC04,49.624001,-89.675003,816
1428,N4,N41A,40.7077,-90.8552,4796
1429,8A,KANO,-19.194901,19.4398,1150
1430,XW,LIRA,2.1096,33.064301,677
1431,XL,HD09,45.413898,100.5718,646
1432,X4,LR13,46.9506,-122.9639,306
1433,YT,STEW,-84.1863,-86.2349,4235
1434,BX,XAUDM,-18.53956,21.338223,600
1435,N4,ABTX,32.6238,-99.6431,2997
1436,PO,LATQ,47.3835,-72.7819,2229
1437,ZU,TXJ34,27.016254,-99.433312,57
1438,CH,FUORN,46.620334,10.263551,7087
1439,4P,WYK20,42.6972,-108.034,46
1440,ZI,MB19,29.741051,-7.979389,443
1441,X6,RB1,46.1689,7.8317,25
1442,PO,ACTO,43.6087,-80.062401,1540
1443,XF,H1415,32.307899,84.218903,162
1444,XB,PS57,37.011501,-2.9864,770
1445,AF,SKRH,-22.827,44.733002,2532
1446,TM,PHRA,18.4989,100.229,2816
1447,JP,JNU,33.125,130.876694,7180
1448,ZV,OBS02,59.468201,-153.401398,47
1449,C8,LR4Q,51.3445,-63.4948,62
1450,GS,OK006,35.477982,-97.278709,205
1451,MU,OXET,15.8269,-96.705902,31
1452,YM,MHCG,44.2571,-75.7522,986
1453,XF,NJANA,26.7106,85.924202,87
1454,ZU,REY18,33.794371,-110.573079,15
1455,OZ,MRAT,-34.62973,137.6256,531
1456,AF,PKA,-29.67,22.757,1240
1457,XL,HD21,47.967701,101.433296,399
1458,ZP,MGOR,-6.8279,37.669601,467
1459,1A,NE26,42.306,121.470001,336
1460,IE,IRCI,43.515301,-112.033302,1500
1461,XM,A106,48.146099,13.5743,330
1462,ZP,MPIK,-11.821,31.4517,310
1463,XR,FA14,41.544838,-94.264229,156
1464,YL,A14W,-20.6658,-178.155304,326
1465,AS,ZOBO,-16.27,-68.125,5006
1466,AK,C27K,69.626,-143.7114,2277
1467,VE,CAIV,7.3262,-66.321602,707
1468,3H,G23,0.9001,-92.0216,443
1469,XO,WD69,53.782065,-160.34289,412
1470,ZO,HVU2,41.778999,-112.7752,36
1471,JP,JWT,35.285671,135.398666,4438
1472,KO,DKL,39.0713,26.9053,4680
1473,XV,DGOS,-12.2825,49.3606,621
1474,3H,G30,1.2999,-94.808,453
1475,RE,BRBY3,34.582365,-119.980601,1713
1476,CS,GUM,43.775501,42.228001,332
1477,MH,P0010,-14.043483,-165.862533,815
1478,XD,ZHY,38.923222,100.401505,138
1479,YA,MC17,26.4706,101.743698,309
1480,XJ,SNOW,56.8922,-132.3526,307
1481,AK,M16K,61.0224,-158.9593,2020
1482,XC,FL022,25.430755,-80.568892,15
1483,XG,SQUAN,40.473,122.138702,367
1484,BL,NAVB,-21.433599,-54.1842,154
1485,N4,R53A,38.3307,-81.952202,1187
1486,HV,HSSD,19.602683,-155.483002,5430
1487,4P,KSR37,38.24314,-94.845077,22
1488,S1,AUBUS,-33.6601,115.3828,4196
1489,ZA,A11,9.1184,-146.218796,22
1490,YY,OBS43,18.276199,145.382401,44
1491,XP,E006,-77.370201,161.625702,418
1492,XL,KITT2,31.976999,-111.575996,75
1493,XN,A06,60.631199,-123.493202,757
1494,1A,NE48,44.651001,118.269997,361
1495,4P,NEN28,41.055641,-101.616032,20
1496,XM,ANB09,-25.4413,-66.2624,348
1497,XJ,E40,9.36161,40.217209,121
1498,YB,AT19,39.735199,33.5811,720
1499,ZP,MKUS,-13.6035,29.379101,122
1500,XI,AFIF,23.931,43.040001,343
1501,8P,AZV14,35.488803,-113.39142,23
1502,ZG,CB14,-17.249399,-65.900902,499
1503,4P,MNF34,45.984562,-95.175876,30
1504,ID,ALE,82.483597,-62.400002,3793
1505,US,ECSD,43.7337,-96.6141,7496
1506,XI,DHAA,43.344456,128.19812,217
1507,XE,ES19,30.813387,95.711105,364
1508,4P,NVM10,41.4667,-116.592,31
1509,4P,MIE44,46.163002,-85.837399,21
1510,XE,ES03,30.752544,92.85878,227
1511,2D,OBS21,34.032799,-122.286301,385
1512,XD,KUL2,-9.088606,152.715454,105
1513,8A,OMUT,-18.4093,16.6364,1029
1514,VE,BAUV,8.9433,-68.041496,2599
1515,OZ,ROWM,-37.80614,144.29176,710
1516,C8,MWAB,49.7411,-125.3032,489
1517,S1,AUALC,-23.6899,133.8835,3441
1518,XA,SA26,-27.545601,26.1803,329
1519,XA,SA71,-20.925777,27.140787,285
1520,7O,ABNH,43.4819,-71.2471,1042
1521,X4,H19,38.2561,92.136803,290
1522,4P,MNB36,48.27194,-92.709114,20
1523,7D,KA07,-18.182199,124.077721,77
1524,ZB,PPNG,-1.99397,99.603699,198
1525,NR,NE78,24.398199,-111.10643,684
1526,XP,PLTP,-22.0413,-66.786499,309
1527,AK,J17K,63.3965,-159.0777,2597
1528,ZP,BKBA,-1.364,31.812,482
1529,XE,SNP22,37.010502,-119.360199,328
1530,ZU,TXE33,30.094019,-99.582373,56
1531,ZP,KIBO,-3.583,30.712999,476
1532,8Q,P20,29.158303,-137.94284,442
1533,XG,MJPU,40.666698,115.683701,1222
1534,9G,BC009,49.287998,-117.674004,35
1535,2P,RD10,-39.646616,177.076505,211
1536,XO,WD58,53.906227,-155.035345,422
1537,AK,PAX,62.9699,-145.4699,7954
1538,AK,ATKA,52.2016,-174.1975,7095
1539,XS,I04D,-2.123817,-16.17326,381
1540,MN,VTS,42.618,23.235,5987
1541,2A,28,-15.6994,-117.000801,16
1542,ZU,GGIL,19.57,-72.220001,108
1543,Z6,16,27.7988,155.108505,365
1544,XK,W10LW,-12.6208,34.165199,685
1545,XO,SCCC,41.764851,-74.670135,597
1546,YT,SILY,-77.1332,-125.966,4976
1547,Z9,E07,30.718,-82.0979,675
1548,8Q,P11,28.19732,-143.482162,446
1549,7B,NM04,-34.07651,-156.41882,368
1550,6K,AVIO,-44.62935,170.24124,170
1551,XM,ASB22,-33.66389,-67.46128,638
1552,XT,MIPC,10.9455,-64.294403,240
1553,TM,NONG,18.063498,103.1458,3761
1554,YA,KV01,-2.0783,29.351101,301
1555,ZV,MAQU,34.0023,102.046799,282
1556,QZ,ZHTS,40.764944,68.290297,1420
1557,OZ,DTMM,-36.52813,147.46539,710
1558,NB,PFBR,-6.12163,-38.270802,232
1559,6R,YABE,4.889818,38.088238,830
1560,ZZ,XSJN,18.9669,-66.213501,384
1561,Y3,MEL01,-43.8955,-73.742699,27
1562,3J,OBS23,-15.39963,-171.86155,619
1563,GI,HUBA,15.816578,-91.294484,421
1564,YO,X03,35.893299,-72.719002,360
1565,YB,SM05,38.70424,37.21084,239
1566,YD,3F11,45.865082,23.72257,620
1567,YT,ST04,-80.7152,-116.5792,586
1568,CW,CHIV,19.97648,-76.415131,3154
1569,XF,B18,18.6635,148.492706,370
1570,DW,GDH,69.25,-53.533298,3130
1571,KO,ELL,36.7483,29.9085,5117
1572,GE,MTE,40.3997,-7.5442,3148
1573,CW,CAMR,23.061737,-81.370857,2758
1574,S1,AUAPY,-26.2844,132.1353,650
1575,N4,G65A,45.2002,-67.5632,4127
1576,YP,NE66,45.004101,120.704201,686
1577,ZU,LAD42,30.713307,-92.843487,25
1578,YO,X09,32.516899,-74.3536,359
1579,AC,VLO,40.468601,19.495501,4005
1580,N4,K43A,42.7044,-88.332,4777
1581,US,DGMT,48.4702,-104.1959,7030
1582,WY,YHR,44.106,-110.0816,3209
1583,ZQ,AAM2,-26.473,27.490999,570
1584,ZT,WTBG,-24.2119,28.88291,1245
1585,PL,NIE,49.4189,20.313101,5922
1586,XO,WD72,56.257748,-151.81063,399
1587,TT,TAMR,37.046902,9.1091,630
1588,ZB,LAIS,-3.5291,102.034698,251
1589,YT,UPTW,-77.5781,-109.0374,4484
1590,XW,SS61,-20.591789,-70.841278,34
1591,GE,MRNI,33.01178,35.391998,924
1592,YW,SALA,16.73283,-22.935659,761
1593,ZL,N06,27.174299,-111.153603,356
1594,YP,NEP7,48.1744,118.1474,317
1595,OH,CROH,41.293858,-82.152496,946
1596,BL,PAZB,-15.1369,-50.8634,607
1597,XM,ASB04,-35.77723,-69.39981,616
1598,G,EDA,3.778868,10.153427,2625
1599,YS,PL08,20.892599,-153.292099,370
1600,2D,OBS16,34.011398,-124.638397,389
1601,YS,OLC5,-21.009501,-68.352997,119
1602,JP,JEW,42.84267,141.446167,4436
1603,X7,WA33,46.507801,-117.348701,639
1604,8Q,P18,25.762145,-143.392715,436
1605,ZZ,FWU17,36.2869,-101.0,387
1606,AI,ESPZ,-63.398102,-56.996399,7401
1607,ZP,KAMZ,-14.7948,24.804399,167
1608,YD,OBS14,39.169399,14.4694,128
1609,AK,K13K,61.9331,-164.6555,2159
1610,NJ,KAD,10.435,7.6414,102
1611,Z1,VAVP,-18.601999,-173.961395,356
1612,BL,PMNB,-18.540001,-46.439999,4513
1613,ZU,NMA25,32.801077,-105.083331,33
1614,YS,NGOK,22.122999,-159.664993,552
1615,YA,MC05,29.9921,100.220703,345
1616,YC,HUER,-32.419113,-65.717194,164
1617,XM,ANB10,-25.0271,-64.5865,644
1618,XN,A16,61.576599,-117.147697,409
1619,ZU,NZ18,-41.000198,170.0,356
1620,3R,E05,16.130194,-92.996735,21
1621,7B,SB09,-32.2892,146.857498,115
1622,XH,RS06,-79.283501,-171.620193,729
1623,BL,CDSB,-18.765471,-52.83926,580
1624,XP,ORTK,41.039398,75.056801,624
1625,3J,OBS11,-14.79489,-175.24356,618
1626,XO,SOKY,37.5256,-85.961899,710
1627,XJ,PAN,59.094879,159.968002,281
1628,ZS,W05,39.379101,-71.982002,123
1629,YL,LBA60,-20.306999,-176.297806,17
1630,ZM,N140,-82.008598,96.769203,1807
1631,7B,SD04,-28.510401,128.988693,19
1632,YL,WKZ15,43.36841,54.59763,375
1633,DW,BER,60.383801,5.3339,728
1634,IM,CY301,33.30031,33.05407,204
1635,XO,JSO2,35.168579,92.985191,460
1636,1P,PMOR,-50.4904,-73.0428,807
1637,XL,MG06,55.87212,-120.041481,469
1638,3H,G01,1.0132,-88.9369,443
1639,XD,KOMO,-3.8422,36.7192,316
1640,AK,M14K,60.7515,-161.96,2241
1641,ZC,HMDR,18.7879,-69.381,2462
1642,NV,BACME,48.314654,-126.058199,2641
1643,YU,GJ03,11.7273,-72.5457,738
1644,XT,MHTO,13.9497,-66.490997,368
1645,XM,ASB11,-37.8946,-63.8453,471
1646,1G,EA29,41.62461,112.42881,142
1647,UO,TOMA,42.44142,-122.10751,515
1648,XW,AMDT,1.9487,34.935799,588
1649,XA,SA04,-32.850498,19.6206,357
1650,XA,SA20,-29.0221,26.195299,446
1651,XR,NOM,64.569504,-165.338303,565
1652,1G,WA08,39.78198,105.74621,150
1653,KY,LLKY,36.92159,-88.096558,7332
1654,XJ,APA,52.925709,157.132874,397
1655,MB,HRY,46.711285,-111.831786,9175
1656,MN,CLTB,37.578,13.216,5222
1657,XE,ES28,29.720207,98.426933,279
1658,XP,N100,-81.652496,122.610001,283
1659,QZ,SEM,50.403587,80.257129,1622
1660,YY,SN34,58.248798,8.1688,248
1661,1U,SHRD,41.945759,128.791214,714
1662,4P,NYG58,43.271217,-74.22728,17
1663,XA,SA29,-26.931738,23.03492,349
1664,ZM,N173,-81.112198,77.473602,501
1665,UK,STED,50.737,-1.9645,3062
1666,XL,AT04,46.271099,95.267097,666
1667,ZM,GM03,-80.216904,85.943901,354
1668,XS,L16D,0.8933,-7.8953,370
1669,NR,NE82,26.915661,-109.230843,1821
1670,YA,MC10,28.976101,103.870499,316
1671,CM,TUM,1.823667,-78.726667,3796
1672,YB,AT63,36.712502,33.472,736
1673,Y1,KAEK,4.142727,35.453087,861
1674,X4,A01,36.432701,94.873199,646
1675,YN,OBS27,48.295799,-129.367401,17
1676,S1,AUCAS,-34.2637,135.7219,4097
1677,JM,NMIA0,18.025,-76.02654,255
1678,GB,LAWE,56.26,-5.399,3227
1679,HK,HKPS,22.277599,114.141502,6197
1680,YS,PL69,16.3484,-157.700806,390
1681,ZE,HOLG,59.835098,-149.769608,117
1682,YQ,N009,13.2014,40.860081,128
1683,MM,KTN,21.2857,99.589798,3104
1684,X4,H05,35.6605,98.407898,342
1685,XS,N039,41.1087,23.5846,516
1686,XE,CRUZ,-19.103399,-66.221199,309
1687,ZU,NZ22,-44.500599,173.998703,368
1688,PE,PSSK,40.642586,-76.164978,3860
1689,4P,MOO36,40.244931,-95.232452,26
1690,XR,BA07,24.1371,91.4975,1501
1691,BC,PIX,31.5629,-113.4599,2702
1692,ZN,PMNI,-9.7562,149.467102,426
1693,YF,HVAR,43.177601,16.449,484
1694,OZ,HKER,-31.7642,138.55251,531
1695,XP,N028,-78.029579,153.650864,206
1696,7D,KA09,-17.2813,127.4645,78
1697,ZU,PA69,53.238701,19.841999,147
1698,XQ,ME62,39.534,-121.918999,538
1699,2A,48,-13.1701,-117.201202,290
1700,XT,ST119,13.3311,-69.815498,15
1701,NQ,SANFE,35.619492,-105.887451,35
1702,XW,KSA,41.5425,77.925697,698
1703,8P,CAX09,34.385515,-117.15355,29
1704,7B,SD08,-30.7208,130.410904,136
1705,PE,PN1,40.52588,-79.716735,2336
1706,XV,NW140,50.82925,77.20242,107
1707,EC,MILO,-2.1848,-79.5557,944
1708,IU,TEIG,20.22624,-88.27633,8109
1709,XL,HD73,49.4953,101.357101,646
1710,AK,D22K,68.8799,-152.6821,2275
1711,9G,SA155,51.318001,-112.188004,31
1712,PS,PSI,2.6938,98.923698,10451
1713,XS,S32D,-0.7968,-15.647,363
1714,8A,OTJO,-20.018,15.9799,1129
1715,XB,CM01,2.389,9.834,358
1716,YT,MA07,-78.2496,-93.4991,704
1717,XG,KTLN,37.953327,41.705223,405
1718,YP,NE9B,46.946201,129.7948,694
1719,XK,W15SS,-15.6818,34.974701,680
1720,YT,ST02,-82.069,-109.1247,615
1721,CM,SJC,9.896667,-75.1795,7227
1722,KR,TRKS,41.472454,71.167327,3782
1723,ZL,S05,23.347799,-108.094299,356
1724,ZU,LAB43,31.816204,-91.757171,28
1725,YS,PL70,15.574,-158.982498,377
1726,CZ,TREC,49.2948,15.4871,1211
1727,JP,JMN,33.731499,133.876328,4437
1728,3K,NIKI,35.06884,32.992168,727
1729,EI,IDGL,55.073,-7.51,4607
1730,ZU,TXD38,30.611722,-95.523681,39
1731,YT,SURP,-84.7199,-171.2017,3560
1732,7S,GORG,-44.174,168.374533,550
1733,AF,HVD,-30.605,25.497,6278
1734,YO,N11,13.1963,-86.130402,509
1735,XF,NP100,28.7796,83.719101,141
1736,N4,P48A,39.4605,-85.4258,4571
1737,XV,SKOT,65.3412,-17.2467,437
1738,XA,CHUK,27.082701,89.550301,215
1739,X4,GS18,32.865501,104.784698,364
1740,XH,DR15,-79.492798,-179.919296,725
1741,ZU,TXF37,29.532851,-96.844231,42
1742,XB,KDVU,-19.099176,178.162888,442
1743,4P,NYJ61,40.918588,-72.869379,20
1744,XL,HD48,46.209202,97.608299,581
1745,4P,SDJ31,43.472086,-98.696039,27
1746,OW,PHRD,50.70615,-127.514717,43
1747,N4,Z38B,33.2599,-94.9852,4676
1748,NU,BILN,14.0488,-83.374641,2307
1749,GS,KS24,39.78655,-98.20952,129
1750,IO,EVN,27.958651,86.811653,3412
1751,S1,AUUHS,-35.3589,150.4696,4247
1752,ZB,L10S,0.6458,100.867378,102
1753,4P,MIK47,42.168608,-84.79754,26
1754,ZU,ARV39,35.741458,-93.680646,59
1755,1P,CURI,-51.6131,-74.556,824
1756,,SABA,17.620501,-63.242599,5687
1757,8W,CBHM,-0.46906,-91.60975,332
1758,PN,PPRMH,40.548,-105.099998,80
1759,NZ,URZ,-38.259249,177.110894,7662
1760,UO,RSBO,44.043361,-122.267036,3220
1761,BL,AGVB,-19.7393,-50.233101,561
1762,YF,STN05,19.240499,-64.666901,57
1763,X7,MC06,45.17868,94.04808,379
1764,XE,EE02,-5.97635,-130.88959,358
1765,OZ,MARG,-41.99952,145.55162,710
1766,7D,G26B,41.9249,-125.177498,325
1767,TO,PE03,-17.1644,-71.789101,1583
1768,AL,A032,65.148064,-146.879166,74
1769,YI,GROG,43.426182,9.89201,403
1770,AF,KTWE,-12.814,28.209,1428
1771,MN,BNI,45.052,6.678,9486
1772,AK,G27K,66.8088,-141.6549,1629
1773,3H,G18,1.5202,-93.2519,451
1774,YD,MMNN,39.8909,15.9904,308
1775,TR,TOSP,11.2984,-60.535198,1656
1776,XG,XZHOU,38.423,113.002502,305
1777,MM,MDY,22.016199,96.112297,706
1778,BC,TJX,32.51017,-117.0543,3331
1779,8P,CAU10,36.299895,-116.449604,23
1780,C1,LR04,-39.88019,-73.425822,3657
1781,AF,CVNA,-31.482,19.762,6464
1782,3J,OBS28,-13.46713,-168.51582,619
1783,4P,SCX58,33.276455,-79.613258,17
1784,EM,TS414,43.696999,75.765999,27
1785,GS,WWHL,41.096401,-114.834534,61
1786,X4,GS12,34.853199,105.749802,351
1787,4P,COO21,40.255679,-107.442303,23
1788,YG,CBP2J,47.367298,18.03178,457
1789,YQ,MFRI,-9.2944,35.312901,316
1790,TX,DKNS,33.66653,-100.92365,3351
1791,AB,HASN,39.336076,49.217978,1605
1792,XY,U72B,-33.978699,-71.812401,152
1793,1G,WA17,40.77207,108.32398,139
1794,ON,NAN01,-17.844168,-40.125668,1550
1795,YT,MCRG,-73.6681,-94.6493,2028
1796,S1,AUMAZ,-32.0069,116.0384,3477
1797,4P,SDI28,44.125693,-101.231956,22
1798,N4,X48A,34.4517,-87.0452,4751
1799,Z9,E31,32.986599,-82.107002,743
1800,4P,IDI11,43.917462,-115.962003,21
1801,YB,AT56,36.7019,35.546902,549
1802,ZD,FS07,-13.46172,-71.9198,521
1803,1R,BHP8,28.572783,-80.572114,84
1804,IC,LSA,29.70317,91.12757,10523
1805,Z8,320,36.0107,112.366096,501
1806,3J,OBS13,-16.1503,-174.71751,619
1807,TD,TD009,52.32058,-116.323372,4694
1808,N4,R40B,38.2909,-92.2684,4297
1809,ZP,ISOK,-10.1708,32.645699,367
1810,YY,NEKE,9.089,36.523701,688
1811,XE,WC02,-4.97259,-133.70537,393
1812,TO,PG01,-15.3626,-75.160202,738
1813,4P,SDJ26,43.564262,-103.105346,17
1814,4P,GAW50,34.688985,-85.374215,38
1815,GS,DEC08,39.861045,-88.924888,4563
1816,1L,ST30,37.734164,-6.621247,139
1817,YS,MTNG,-8.2969,125.1025,723
1818,BL,IBIB,-21.777201,-48.8139,193
1819,XK,Q05MJ,-13.3953,36.125702,158
